Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering FluxNormalization_Below1GeV FluxNormalization_Above1GeV X2 
0.304 0.022 0.3883333333333333 7.42e-05 0.00265 4.014 normal 0.9882875064334328 0.9997033444383326 47.05827321745853
0.304 0.022 0.3883333333333333 7.42e-05 0.0027 4.014 normal 0.9894977247221391 0.9997850579844568 62.357584363527465
0.304 0.022 0.3883333333333333 7.42e-05 0.0024000000000000002 4.014 normal 0.983112720752663 0.9977802627542406 38.873189962786775
0.304 0.022 0.3883333333333333 7.42e-05 0.00235 4.014 normal 0.9818496196251162 0.9975969630268722 55.06545361974154
0.304 0.022 0.3883333333333333 7.42e-05 0.0025 4.014 normal 0.9856695538523433 0.9987342567579928 22.54032319578239
0.304 0.022 0.3883333333333333 7.42e-05 0.00255 4.014 normal 0.9863063216297101 0.9992504530543598 25.4013909763351
0.304 0.022 0.3883333333333333 7.42e-05 0.00245 4.014 normal 0.9843552630085205 0.9981778834053536 27.316924174701487
0.304 0.022 0.3883333333333333 7.42e-05 0.0026 4.014 normal 0.9876694857184982 0.9995849654893088 34.2382367035134
0.304 0.022 0.3883333333333333 7.42e-05 0.0028 4.014 normal 0.9994542698530336 1.000682162683708 97.68803341876725
0.304 0.022 0.3883333333333333 7.42e-05 0.003 4.014 normal 0.9985716819955448 1.0014113610785382 173.99730253569524
0.304 0.022 0.3883333333333333 7.42e-05 0.00295 4.014 normal 0.9985238299286816 1.0013064810149428 153.26120730977775
0.304 0.022 0.3883333333333333 7.42e-05 0.0029000000000000002 4.014 normal 0.9985349448234632 1.0011329766156036 133.40783238148055
0.304 0.022 0.3883333333333333 7.42e-05 0.00285 4.014 normal 0.9923126427625776 1.0006759831497274 114.06700524963111
0.304 0.022 0.3883333333333333 7.42e-05 0.00275 4.014 normal 0.9901998512843672 1.0000213325741352 79.2684181104805
0.304 0.022 0.405 7.42e-05 0.002 4.014 normal 0.9778481605187033 0.9971572107498532 237.8093677752779
0.304 0.022 0.405 7.42e-05 0.00205 4.014 normal 0.9785998662473696 0.9973779524509976 197.44937785244556
0.304 0.022 0.405 7.42e-05 0.00245 4.014 normal 0.9879202632201834 1.0001578544987264 20.164075837089296
0.304 0.022 0.405 7.42e-05 0.0024000000000000002 4.014 normal 0.9866611521132866 0.9997463383601202 31.754339666684192
0.304 0.022 0.405 7.42e-05 0.0021 4.014 normal 0.9801406349280944 0.9978636440204385 161.81543880032928
0.304 0.022 0.405 7.42e-05 0.0022 4.014 normal 0.9825882743307426 0.9991262096620119 109.41454707607204
0.304 0.022 0.405 7.42e-05 0.00235 4.014 normal 0.9853792607392943 0.9995570660522451 48.25961973874689
0.304 0.022 0.405 7.42e-05 0.0022500000000000003 4.014 normal 0.9827537246997465 0.9993874089135667 87.51457578040481
0.304 0.022 0.405 7.42e-05 0.00215 4.014 normal 0.9809284486820946 0.9985546782403382 132.92816350175156
0.304 0.022 0.405 7.42e-05 0.0023 4.014 normal 0.9844472374882407 0.9994808803171713 67.01676721784779
0.304 0.022 0.405 7.42e-05 0.00275 4.014 normal 0.9977753471157227 1.0022093375706667 74.02043238942811
0.304 0.022 0.405 7.42e-05 0.0028 4.014 normal 0.9977105595121416 1.0024883515542273 91.91131099651572
0.304 0.022 0.405 7.42e-05 0.00285 4.014 normal 0.997570860538634 1.0028061625223577 109.80630227693216
0.304 0.022 0.405 7.42e-05 0.00255 4.014 normal 0.9898801537918477 1.0012714491222419 18.895638821062768
0.304 0.022 0.405 7.42e-05 0.0027 4.014 normal 0.9933917116672253 1.0017218803157137 56.58805628424516
0.304 0.022 0.405 7.42e-05 0.0026 4.014 normal 0.9913175288535396 1.0015754562191561 28.08614307600113
0.304 0.022 0.405 7.42e-05 0.0025 4.014 normal 0.9892361895133815 1.0007378060007937 15.648835360588516
0.304 0.022 0.405 7.42e-05 0.00265 4.014 normal 0.9920235748479852 1.0016864206099307 41.0637891870701
0.304 0.022 0.405 7.42e-05 0.003 4.014 normal 1.002763006449677 1.0031936143595612 171.16479422235562
0.304 0.022 0.405 7.42e-05 0.00295 4.014 normal 0.9975416140106285 1.0032173399394948 149.52514130151457
0.304 0.022 0.405 7.42e-05 0.0029000000000000002 4.014 normal 0.997556185329741 1.0030361141051787 129.23641006171118
0.304 0.022 0.42166666666666663 7.42e-05 0.002 4.014 normal 0.9807557092538106 0.998526890153166 236.87404814647564
0.304 0.022 0.42166666666666663 7.42e-05 0.0021 4.014 normal 0.9831713504919796 0.9993405871581968 159.71441325062557
0.304 0.022 0.42166666666666663 7.42e-05 0.0022 4.014 normal 0.9856079290549321 1.0007023747316144 106.93867516495536
0.304 0.022 0.42166666666666663 7.42e-05 0.00205 4.014 normal 0.9815473524410481 0.998755520361997 195.7996196146546
0.304 0.022 0.42166666666666663 7.42e-05 0.00215 4.014 normal 0.9838962908132017 1.0001254436614089 130.576835433556
