Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering FluxNormalization_Below1GeV FluxNormalization_Above1GeV FluxTilt NuNuBarRatio FlavorRatio ZenithFluxUp ZenithFluxDown ORCAEnergyScale ShowerClassification TrackClassification IntermediateClassification XSecNuTau NCoverCC NCHad DIS CCQE CCQENuBarNu CCQEMuE CC1Pi_Pi0Pi CC1Pi_NuBarNuE CC1Pi_NuBarNuMu CC1PiProduction CohPiProduction AxialMass X2 
0.304 0.022 0.34711 0.0000742 0.0021500 4.140 normal 1.0 1.007045569478827 0.0015227951917435119 1.0119254545562457 1.0115635322933136 -0.1588315325530591 -0.035942660887213145 1.0 0.9676847553845717 0.9985325455131502 1.0757027773536674 0.9333791478210246 0.9547633077972826 0.9617602793381302 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.177231801252816 356.94
0.304 0.022 0.34711 0.0000742 0.0022000 4.140 normal 1.0 0.9942495959933939 -0.005044358985615554 1.0111212594017835 1.0109836443877946 -0.15045400410661106 -0.030897000555293867 1.0 0.9723965760491441 1.003644737277191 1.0868764522048302 0.9387041308816461 0.9896719019400858 0.9997374147081075 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1432610329107817 296.30
0.304 0.022 0.34711 0.0000742 0.0023500 4.140 normal 1.0 1.010622466041562 0.000494380492886316 1.009303689898016 1.0073589724712155 -0.11436453233903172 -0.031232349327505106 1.0 0.9639206576372391 1.003718508449222 1.0658993570892068 0.954408352487715 0.9623557625368834 0.9650876220517941 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1523343927005618 172.13
0.304 0.022 0.34711 0.0000742 0.0026500 4.140 normal 1.0 0.9980080004017792 -0.007547362643062525 1.0042453931857565 1.0088682306301353 -0.08812048661069041 -0.039479785578879725 1.0 0.9562989908223428 0.997244784056691 1.0554286288912158 0.967894278499903 1.0228477468391417 1.0223019453427629 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.126607760331792 208.15
0.304 0.022 0.34711 0.0000742 0.0026000 4.140 normal 1.0 0.9969690447981786 -0.008724487830209094 1.0079620893370251 1.0088553365497162 -0.0990195774550415 -0.04048806763008617 1.0 0.9552615698428406 0.9961085331689287 1.0569524505486103 0.9663038076412866 1.0259182718820576 1.0252979400513267 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.132260440914503 170.48
0.304 0.022 0.34711 0.0000742 0.0024500 4.140 normal 1.0 0.9931041893158921 -0.010479733871205196 1.0076424229067595 1.0092215778037068 -0.15738693648367086 -0.03967084014450238 1.0 0.9567300760605335 0.9956585805656085 1.0679039266114705 0.9590368722604731 1.036366896938958 1.0354913008822915 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1543707175817004 125.29
0.304 0.022 0.34711 0.0000742 0.0025500 4.140 normal 1.0 0.9953474026985594 -0.010022323009732995 1.006386615132723 1.0089169932286395 -0.12187900831574101 -0.0405521775266053 1.0 0.9562325646685093 0.9966714592223597 1.0612956361929171 0.9642763467050398 1.0292217096358796 1.0285209468518537 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1406461355100848 143.10
0.304 0.022 0.34711 0.0000742 0.0024000 4.140 normal 1.0 0.9928647661520651 -0.009957317205101034 1.0083558063258473 1.0094584445718304 -0.15312421546695565 -0.03682755622897012 1.0 0.959037538163358 0.996497868562116 1.0720058087192605 0.9558637258768924 1.030824505022104 1.0342769745472462 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1516261310354825 136.85
0.304 0.022 0.34711 0.0000742 0.0025000 4.140 normal 1.0 0.9938113167656252 -0.010709403779593816 1.006975935122833 1.0090330336474853 -0.13760814782920402 -0.040437592650549026 1.0 0.9574418517536154 0.9964869589224687 1.0653542488065366 0.961886758244195 1.0327024761956403 1.0319166869627914 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.14408683623528 127.45
0.304 0.022 0.34711 0.0000742 0.0023000 4.140 normal 1.0 0.9994116885034177 -0.00825789455776286 1.0096739039822837 1.010087647340979 -0.07874820685039462 -0.02642610638213543 1.0 0.9618540909087296 0.9967763498638591 1.0769779202033554 0.9480362492416251 1.01890908500764 1.022245927865028 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0787336846702213 194.54
0.304 0.022 0.34711 0.0000742 0.0029500 4.140 normal 1.0 0.9989597880946831 -0.001909743343867763 1.000560862640964 1.0066987170539674 -0.010938082842642614 -0.03176635750893214 1.0 0.967845346247663 1.0039413878334362 1.050853106701156 0.9799152002420466 1.0027365969942816 1.0026719588506174 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0766942892289157 588.24
0.304 0.022 0.34711 0.0000742 0.0030000 4.140 normal 1.0 1.0018142696947705 -0.0021152441380753485 1.000633564091875 1.0056668290626707 -0.004104896104822642 -0.02804000085647001 1.0 0.9687232280928333 1.0040399489794312 1.0553502389378249 0.9817761382908445 1.0041479689207262 1.0040501799156807 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0719824827015765 664.75
0.304 0.022 0.34711 0.0000742 0.0028000 4.140 normal 1.0 0.9978883141708227 -0.0038965825172970754 1.0015773395192409 1.0085901003516833 -0.042575350534283386 -0.03764457273757121 1.0 0.9612815423085784 1.0005206981307875 1.0529676571581046 0.973954830030293 1.0136539571131884 1.0133296196602575 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1001064498146262 372.44
0.304 0.022 0.34711 0.0000742 0.0028500 4.140 normal 1.0 0.9981231883634588 -0.003077236658000746 1.0010540468131284 1.008173980645081 -0.030307495990511326 -0.034071820825375396 1.0 0.9635374107788184 1.00172562067391 1.0525472440707395 0.9762636986334614 1.0102682464366377 1.0100247907762943 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.091324602688424 440.07
0.304 0.022 0.34711 0.0000742 0.0029000 4.140 normal 1.0 0.999242864235383 -0.0028445401844604244 1.0006726681858342 1.0051684525796771 -0.018456391540881793 -0.0281832570384717 1.0 0.966640159558265 1.002355593254692 1.0518811096445155 0.9791440350061007 1.0066885195391815 1.0065302351295449 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0826666992546834 513.38
0.304 0.022 0.36816 0.0000742 0.0020000 4.140 normal 1.0 1.0112562951796993 0.0038048013511097936 1.0078179792206894 1.0133920841910797 -0.17346005310763538 -0.028365132094651205 1.0 0.9714565143442507 0.9962944645107156 1.0714925133787936 0.9196569662348881 0.9489157633679972 0.9563721822419465 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1777990387095016 536.96
0.304 0.022 0.34711 0.0000742 0.0027000 4.140 normal 1.0 0.9977320343342158 -0.006369113558751178 1.0031759020639663 1.0088898018916894 -0.0651698406536724 -0.036209900802115766 1.0 0.9588900558797657 0.9994563405626075 1.055296907139007 0.9688530139580144 1.0201809146408407 1.0196996766649606 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1137239335521416 254.02
0.304 0.022 0.34711 0.0000742 0.0027500 4.140 normal 1.0 0.9981646000128819 -0.005097588843682125 1.0024346155953379 1.0087055289766753 -0.049583395101131265 -0.03370817520372606 1.0 0.9602973018363768 1.000564953957468 1.0543849227159212 0.9715978882893344 1.0166402916226462 1.0162442855268856 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.102872199958557 309.46
