SqT23 DM31 X2
0.608726 0.00236 110.95
0.608726 0.00237 108.904
0.608726 0.00238 104.878
0.608726 0.00239 98.661
0.608726 0.0024 90.3683
0.608726 0.00241 80.425
0.608726 0.00242 69.4894
0.608726 0.00243 58.3347
0.608726 0.00244 47.7155
0.608726 0.00245 38.2465
0.608726 0.00246 30.3191
0.608726 0.00247 24.0707
0.608726 0.00248 19.4122
0.608726 0.00249 16.1032
0.608726 0.0025 13.8549
0.608726 0.00251 12.436
0.608726 0.00252 11.7532
0.608726 0.00253 11.887
0.608726 0.00254 13.0726
0.608726 0.00255 15.6303
0.608726 0.00256 19.8609
0.608726 0.00257 25.9325
0.608726 0.00258 33.7861
0.608726 0.00259 43.0874
0.608726 0.0026 53.2385
0.608726 0.00261 63.4515
0.608726 0.00262 72.8713
0.608726 0.00263 80.723
0.608726 0.00264 86.4501
0.608726 0.00265 89.8152
0.608726 0.00266 90.9389
0.608726 0.00267 90.2679
0.608726 0.00268 88.4802
0.608726 0.00269 86.3476
0.608726 0.0027 84.5867
0.608726 0.00271 83.7324
0.608726 0.00272 84.0595
0.608726 0.00273 85.5694
0.608726 0.00274 88.0415
0.608726 0.00275 91.1323
0.608726 0.00276 94.4969
0.608726 0.00277 97.9012
0.608726 0.00278 101.296
0.608726 0.00279 104.836
0.616521 0.0023 122.583
0.616521 0.00231 120.033
0.616521 0.00232 118.722
0.616521 0.00233 118.445
0.616521 0.00234 118.741
0.616521 0.00235 118.962
0.616521 0.00236 118.377
0.616521 0.00237 116.311
0.616521 0.00238 112.274
0.616521 0.00239 106.056
0.616521 0.0024 97.7692
0.616521 0.00241 87.8342
0.616521 0.00242 76.9011
0.616521 0.00243 65.7346
0.616521 0.00244 55.0824
0.616521 0.00245 45.5553
0.616521 0.00246 37.5447
0.616521 0.00247 31.1927
0.616521 0.00248 26.4179
0.616521 0.00249 22.9892
0.616521 0.0025 20.6274
0.616521 0.00251 19.1082
0.616521 0.00252 18.342
0.616521 0.00253 18.4085
0.616521 0.00254 19.5389
0.616521 0.00255 22.0465
0.616521 0.00256 26.2249
0.616521 0.00257 32.2359
0.616521 0.00258 40.0175
0.616521 0.00259 49.2364
0.616521 0.0026 59.2993
0.616521 0.00261 69.426
0.616521 0.00262 78.7703
0.616521 0.00263 86.5647
0.616521 0.00264 92.2574
0.616521 0.00265 95.6111
0.616521 0.00266 96.7419
0.616521 0.00267 96.088
0.616521 0.00268 94.3165
0.616521 0.00269 92.1882
0.616521 0.0027 90.4111
0.616521 0.00271 89.5152
0.616521 0.00272 89.7753
0.616521 0.00273 91.1978
0.616521 0.00274 93.5702
0.616521 0.00275 96.5584
0.616521 0.00276 99.8267
0.616521 0.00277 103.147
0.616521 0.00278 106.472
0.616521 0.00279 109.953
0.625253 0.0023 132
0.625253 0.00231 129.515
0.625253 0.00232 128.249
0.625253 0.00233 127.993
0.625253 0.00234 128.288
0.625253 0.00235 128.493
0.625253 0.00236 127.886
0.625253 0.00237 125.801
0.625253 0.00238 121.752
0.625253 0.00239 115.532
0.625253 0.0024 107.252
0.625253 0.00241 97.3261
0.625253 0.00242 86.3964
0.625253 0.00243 75.2185
0.625253 0.00244 64.5325
0.625253 0.00245 54.945
0.625253 0.00246 46.8478
0.625253 0.00247 40.3873
0.625253 0.00248 35.4903
0.625253 0.00249 31.9359
0.625253 0.0025 29.4544
0.625253 0.00251 27.8294
0.625253 0.00252 26.9748
0.625253 0.00253 26.9701
0.625253 0.00254 28.0416
0.625253 0.00255 30.4959
0.625253 0.00256 34.6184
0.625253 0.00257 40.5646
0.625253 0.00258 48.2694
0.625253 0.00259 57.4003
0.625253 0.0026 67.3692
0.625253 0.00261 77.4039
0.625253 0.00262 86.6675
0.625253 0.00263 94.4005
0.625253 0.00264 100.056
0.625253 0.00265 103.397
0.625253 0.00266 104.535
0.625253 0.00267 103.899
0.625253 0.00268 102.145
0.625253 0.00269 100.021
0.625253 0.0027 98.2269
0.625253 0.00271 97.2873
0.625253 0.00272 97.4769
0.625253 0.00273 98.8072
0.625253 0.00274 101.074
0.625253 0.00275 103.954
0.625253 0.00276 107.12
0.625253 0.00277 110.351
0.625253 0.00278 113.602
0.625253 0.00279 117.021
0.632982 0.0023 143.804
0.632982 0.00231 141.389
0.632982 0.00232 140.168
0.632982 0.00233 139.933
0.632982 0.00234 140.227
0.632982 0.00235 140.415
0.632982 0.00236 139.785
0.632982 0.00237 137.678
0.632982 0.00238 133.616
0.632982 0.00239 127.395
0.632982 0.0024 119.122
0.632982 0.00241 109.207
0.632982 0.00242 98.2816
0.632982 0.00243 87.0928
0.632982 0.00244 76.3726
0.632982 0.00245 66.7231
0.632982 0.00246 58.536
0.632982 0.00247 51.9626
0.632982 0.00248 46.9382
0.632982 0.00249 43.2522
0.632982 0.0025 40.6455
0.632982 0.00251 38.9094
0.632982 0.00252 37.9619
0.632982 0.00253 37.8819
0.632982 0.00254 38.8911
0.632982 0.00255 41.2886
0.632982 0.00256 45.3516
0.632982 0.00257 51.2289
0.632982 0.00258 58.852
0.632982 0.00259 67.8894
0.632982 0.0026 77.7584
0.632982 0.00261 87.6953
0.632982 0.00262 96.8729
0.632982 0.00263 104.541
0.632982 0.00264 110.156
0.632982 0.00265 113.483
0.632982 0.00266 114.628
0.632982 0.00267 114.011
0.632982 0.00268 112.274
0.632982 0.00269 110.156
0.632982 0.0027 108.344
0.632982 0.00271 107.359
0.632982 0.00272 107.475
0.632982 0.00273 108.708
0.632982 0.00274 110.864
0.632982 0.00275 113.63
0.632982 0.00276 116.688
0.632982 0.00277 119.825
0.632982 0.00278 122.996
0.632982 0.00279 126.35
0.640676 0.0023 158.322
0.640676 0.00231 155.978
0.640676 0.00232 154.805
0.640676 0.00233 154.591
0.640676 0.00234 154.883
0.640676 0.00235 155.053
0.640676 0.00236 154.397
0.640676 0.00237 152.268
0.640676 0.00238 148.193
0.640676 0.00239 141.97
0.640676 0.0024 133.706
0.640676 0.00241 123.802
0.640676 0.00242 112.883
0.640676 0.00243 101.684
0.640676 0.00244 90.9294
0.640676 0.00245 81.2164
0.640676 0.00246 72.9367
0.640676 0.00247 66.2465
0.640676 0.00248 61.0898
0.640676 0.00249 57.267
0.640676 0.0025 54.5297
0.640676 0.00251 52.6775
0.640676 0.00252 51.6328
0.640676 0.00253 51.4738
0.640676 0.00254 52.4174
0.640676 0.00255 54.7548
0.640676 0.00256 58.7547
0.640676 0.00257 64.5589
0.640676 0.00258 72.0954
0.640676 0.00259 81.0338
0.640676 0.0026 90.7969
0.640676 0.00261 100.63
0.640676 0.00262 109.717
0.640676 0.00263 117.315
0.640676 0.00264 122.888
0.640676 0.00265 126.2
0.640676 0.00266 127.351
0.640676 0.00267 126.753
0.640676 0.00268 125.035
0.640676 0.00269 122.922
0.640676 0.0027 121.092
0.640676 0.00271 120.059
0.640676 0.00272 120.098
0.640676 0.00273 121.23
0.640676 0.00274 123.271
0.640676 0.00275 125.917
0.640676 0.00276 128.862
0.640676 0.00277 131.899
0.640676 0.00278 134.988
0.640676 0.00279 138.272
0.64929 0.0023 175.898
0.64929 0.00231 173.628
0.64929 0.00232 172.503
0.64929 0.00233 172.31
0.64929 0.00234 172.6
0.64929 0.00235 172.75
0.64929 0.00236 172.068
0.64929 0.00237 169.914
0.64929 0.00238 165.826
0.64929 0.00239 159.601
0.64929 0.0024 151.347
0.64929 0.00241 141.457
0.64929 0.00242 130.545
0.64929 0.00243 119.337
0.64929 0.00244 108.549
0.64929 0.00245 98.7714
0.64929 0.00246 90.3969
0.64929 0.00247 83.5864
0.64929 0.00248 78.2931
0.64929 0.00249 74.3288
0.64929 0.0025 71.456
0.64929 0.00251 69.4833
0.64929 0.00252 68.3372
0.64929 0.00253 68.0956
0.64929 0.00254 68.9703
0.64929 0.00255 71.2443
0.64929 0.00256 75.1775
0.64929 0.00257 80.9044
0.64929 0.00258 88.3494
0.64929 0.00259 97.1832
0.64929 0.0026 106.835
0.64929 0.00261 116.559
0.64929 0.00262 125.549
0.64929 0.00263 133.073
0.64929 0.00264 138.601
0.64929 0.00265 141.896
0.64929 0.00266 143.054
0.64929 0.00267 142.475
0.64929 0.00268 140.777
0.64929 0.00269 138.67
0.64929 0.0027 136.821
0.64929 0.00271 135.739
0.64929 0.00272 135.698
0.64929 0.00273 136.725
0.64929 0.00274 138.644
0.64929 0.00275 141.165
0.64929 0.00276 143.992
0.64929 0.00277 146.925
0.64929 0.00278 149.926
0.64929 0.00279 153.137
0.656905 0.0023 196.897
0.656905 0.00231 194.702
0.656905 0.00232 193.628
0.656905 0.00233 193.456
0.656905 0.00234 193.741
0.656905 0.00235 193.87
0.656905 0.00236 193.16
0.656905 0.00237 190.982
0.656905 0.00238 186.879
0.656905 0.00239 180.654
0.656905 0.0024 172.41
0.656905 0.00241 162.535
0.656905 0.00242 151.633
0.656905 0.00243 140.418
0.656905 0.00244 129.596
0.656905 0.00245 119.754
0.656905 0.00246 111.283
0.656905 0.00247 104.35
0.656905 0.00248 98.9159
0.656905 0.00249 94.8056
0.656905 0.0025 91.7931
0.656905 0.00251 89.6955
0.656905 0.00252 88.4443
0.656905 0.00253 88.1167
0.656905 0.00254 88.9193
0.656905 0.00255 91.1268
0.656905 0.00256 94.9898
0.656905 0.00257 100.635
0.656905 0.00258 107.984
0.656905 0.00259 116.707
0.656905 0.0026 126.241
0.656905 0.00261 135.85
0.656905 0.00262 144.739
0.656905 0.00263 152.185
0.656905 0.00264 157.664
0.656905 0.00265 160.941
0.656905 0.00266 162.106
0.656905 0.00267 161.547
0.656905 0.00268 159.869
0.656905 0.00269 157.768
0.656905 0.0027 155.9
0.656905 0.00271 154.767
0.656905 0.00272 154.643
0.656905 0.00273 155.56
0.656905 0.00274 157.354
0.656905 0.00275 159.745
0.656905 0.00276 162.449
0.656905 0.00277 165.273
0.656905 0.00278 168.182
0.656905 0.00279 171.316
0.665425 0.0023 221.703
0.665425 0.00231 219.586
0.665425 0.00232 218.562
0.665425 0.00233 218.41
0.665425 0.00234 218.691
0.665425 0.00235 218.797
0.665425 0.00236 218.057
0.665425 0.00237 215.853
0.665425 0.00238 211.736
0.665425 0.00239 205.511
0.665425 0.0024 197.279
0.665425 0.00241 187.422
0.665425 0.00242 176.531
0.665425 0.00243 165.311
0.665425 0.00244 154.457
0.665425 0.00245 144.55
0.665425 0.00246 135.982
0.665425 0.00247 128.923
0.665425 0.00248 123.345
0.665425 0.00249 119.086
0.665425 0.0025 115.929
0.665425 0.00251 113.703
0.665425 0.00252 112.343
0.665425 0.00253 111.927
0.665425 0.00254 112.654
0.665425 0.00255 114.792
0.665425 0.00256 118.581
0.665425 0.00257 124.141
0.665425 0.00258 131.388
0.665425 0.00259 139.996
0.665425 0.0026 149.406
0.665425 0.00261 158.894
0.665425 0.00262 167.676
0.665425 0.00263 175.04
0.665425 0.00264 180.468
0.665425 0.00265 183.725
0.665425 0.00266 184.895
0.665425 0.00267 184.357
0.665425 0.00268 182.699
0.665425 0.00269 180.605
0.665425 0.0027 178.718
0.665425 0.00271 177.533
0.665425 0.00272 177.323
0.665425 0.00273 178.128
0.665425 0.00274 179.791
0.665425 0.00275 182.047
0.665425 0.00276 184.623
0.665425 0.00277 187.334
0.665425 0.00278 190.147
0.665425 0.00279 193.2
0.672953 0.0023 250.72
0.672953 0.00231 248.681
0.672953 0.00232 247.708
0.672953 0.00233 247.577
0.672953 0.00234 247.851
0.672953 0.00235 247.933
0.672953 0.00236 247.162
0.672953 0.00237 244.931
0.672953 0.00238 240.799
0.672953 0.00239 234.575
0.672953 0.0024 226.358
0.672953 0.00241 216.52
0.672953 0.00242 205.644
0.672953 0.00243 194.42
0.672953 0.00244 183.536
0.672953 0.00245 173.565
0.672953 0.00246 164.898
0.672953 0.00247 157.712
0.672953 0.00248 151.989
0.672953 0.00249 147.576
0.672953 0.0025 144.273
0.672953 0.00251 141.915
0.672953 0.00252 140.443
0.672953 0.00253 139.934
0.672953 0.00254 140.584
0.672953 0.00255 142.649
0.672953 0.00256 146.361
0.672953 0.00257 151.83
0.672953 0.00258 158.971
0.672953 0.00259 167.458
0.672953 0.0026 176.739
0.672953 0.00261 186.1
0.672953 0.00262 194.77
0.672953 0.00263 202.047
0.672953 0.00264 207.421
0.672953 0.00265 210.656
0.672953 0.00266 211.832
0.672953 0.00267 211.314
0.672953 0.00268 209.679
0.672953 0.00269 207.591
0.672953 0.0027 205.684
0.672953 0.00271 204.446
0.672953 0.00272 204.148
0.672953 0.00273 204.836
0.672953 0.00274 206.365
0.672953 0.00275 208.482
0.672953 0.00276 210.925
0.672953 0.00277 213.518
0.672953 0.00278 216.232
0.672953 0.00279 219.2
0.681369 0.0023 284.37
0.681369 0.00231 282.411
0.681369 0.00232 281.488
0.681369 0.00233 281.377
0.681369 0.00234 281.644
0.681369 0.00235 281.701
0.681369 0.00236 280.897
0.681369 0.00237 278.639
0.681369 0.00238 274.492
0.681369 0.00239 268.27
0.681369 0.0024 260.069
0.681369 0.00241 250.253
0.681369 0.00242 239.394
0.681369 0.00243 228.17
0.681369 0.00244 217.257
0.681369 0.00245 207.224
0.681369 0.00246 198.459
0.681369 0.00247 191.145
0.681369 0.00248 185.273
0.681369 0.00249 180.705
0.681369 0.0025 177.252
0.681369 0.00251 174.759
0.681369 0.00252 173.173
0.681369 0.00253 172.569
0.681369 0.00254 173.138
0.681369 0.00255 175.127
0.681369 0.00256 178.758
0.681369 0.00257 184.134
0.681369 0.00258 191.164
0.681369 0.00259 199.524
0.681369 0.0026 208.67
0.681369 0.00261 217.898
0.681369 0.00262 226.45
0.681369 0.00263 233.637
0.681369 0.00264 238.952
0.681369 0.00265 242.164
0.681369 0.00266 243.345
0.681369 0.00267 242.848
0.681369 0.00268 241.235
0.681369 0.00269 239.155
0.681369 0.0027 237.228
0.681369 0.00271 235.934
0.681369 0.00272 235.547
0.681369 0.00273 236.115
0.681369 0.00274 237.506
0.681369 0.00275 239.479
0.681369 0.00276 241.786
0.681369 0.00277 244.257
0.681369 0.00278 246.867
0.681369 0.00279 249.747
0.6888 0.0023 323.096
0.6888 0.00231 321.218
0.6888 0.00232 320.346
0.6888 0.00233 320.254
0.6888 0.00234 320.512
0.6888 0.00235 320.541
0.6888 0.00236 319.704
0.6888 0.00237 317.417
0.6888 0.00238 313.256
0.6888 0.00239 307.037
0.6888 0.0024 298.854
0.6888 0.00241 289.064
0.6888 0.00242 278.225
0.6888 0.00243 267.004
0.6888 0.00244 256.065
0.6888 0.00245 245.971
0.6888 0.00246 237.108
0.6888 0.00247 229.666
0.6888 0.00248 223.645
0.6888 0.00249 218.92
0.6888 0.0025 215.314
0.6888 0.00251 212.684
0.6888 0.00252 210.981
0.6888 0.00253 210.28
0.6888 0.00254 210.765
0.6888 0.00255 212.676
0.6888 0.00256 216.222
0.6888 0.00257 221.5
0.6888 0.00258 228.414
0.6888 0.00259 236.641
0.6888 0.0026 245.646
0.6888 0.00261 254.736
0.6888 0.00262 263.166
0.6888 0.00263 270.257
0.6888 0.00264 275.512
0.6888 0.00265 278.699
0.6888 0.00266 279.883
0.6888 0.00267 279.408
0.6888 0.00268 277.817
0.6888 0.00269 275.745
0.6888 0.0027 273.798
0.6888 0.00271 272.449
0.6888 0.00272 271.969
0.6888 0.00273 272.415
0.6888 0.00274 273.664
0.6888 0.00275 275.49
0.6888 0.00276 277.655
0.6888 0.00277 280
0.6888 0.00278 282.503
0.6888 0.00279 285.291
0.697103 0.0023 367.361
0.697103 0.00231 365.563
0.697103 0.00232 364.742
0.697103 0.00233 364.668
0.697103 0.00234 364.916
0.697103 0.00235 364.917
0.697103 0.00236 364.045
0.697103 0.00237 361.728
0.697103 0.00238 357.553
0.697103 0.00239 351.339
0.697103 0.0024 343.176
0.697103 0.00241 333.414
0.697103 0.00242 322.6
0.697103 0.00243 311.386
0.697103 0.00244 300.424
0.697103 0.00245 290.27
0.697103 0.00246 281.312
0.697103 0.00247 273.742
0.697103 0.00248 267.571
0.697103 0.00249 262.687
0.697103 0.0025 258.928
0.697103 0.00251 256.159
0.697103 0.00252 254.336
0.697103 0.00253 253.536
0.697103 0.00254 253.936
0.697103 0.00255 255.764
0.697103 0.00256 259.223
0.697103 0.00257 264.398
0.697103 0.00258 271.191
0.697103 0.00259 279.281
0.697103 0.0026 288.139
0.697103 0.00261 297.084
0.697103 0.00262 305.386
0.697103 0.00263 312.377
0.697103 0.00264 317.568
0.697103 0.00265 320.728
0.697103 0.00266 321.915
0.697103 0.00267 321.461
0.697103 0.00268 319.893
0.697103 0.00269 317.83
0.697103 0.0027 315.863
0.697103 0.00271 314.457
0.697103 0.00272 313.884
0.697103 0.00273 314.205
0.697103 0.00274 315.309
0.697103 0.00275 316.983
0.697103 0.00276 319.004
0.697103 0.00277 321.22
0.697103 0.00278 323.611
0.697103 0.00279 326.304
